"","success","goal_adj","country","category","name_len","name_len_clean","blurb_len","blurb_len_clean","deadline_weekday","created_at_weekday","launched_at_weekday","deadline_month","deadline_yr","created_at_month","created_at_yr","launched_at_month","launched_at_yr","create_to_launch_days","launch_to_deadline_days","avg_pledge"
"1",0,1549.23132925859,"US","Academic",11,9,21,16,"Friday","Saturday","Wednesday","1","2015","11","2014","12","2014",17,36,0
"2",0,517.014442146659,"US","Academic",4,4,23,15,"Friday","Friday","Monday","5","2015","2","2015","3","2015",10,60,0
"3",0,103944.246358846,"US","Academic",8,8,18,10,"Thursday","Saturday","Sunday","3","2015","1","2015","1","2015",1,60,24.946619126123
"4",0,5137.46594407037,"US","Academic",7,6,21,13,"Monday","Friday","Saturday","10","2014","9","2014","9","2014",0,30,0
"5",0,3657.98114933215,"DE","Academic",7,7,18,18,"Monday","Wednesday","Thursday","6","2016","5","2016","5","2016",0,32,21.3300914015552
"6",0,13343.0276823159,"US","Academic",8,8,20,15,"Friday","Monday","Wednesday","11","2015","10","2015","10","2015",2,30,97.1646118404541
"7",0,51647.602678836,"US","Academic",7,5,22,13,"Friday","Wednesday","Wednesday","5","2015","4","2015","4","2015",0,30,0
"8",0,10250.9315935185,"US","Academic",3,3,18,12,"Sunday","Thursday","Thursday","9","2015","8","2015","8","2015",0,45,0
"9",0,6883.73891114369,"DE","Academic",1,1,18,9,"Tuesday","Friday","Sunday","3","2016","2","2016","2","2016",1,30,22.4714076246334
"10",0,15377.4310238344,"US","Academic",5,4,19,13,"Wednesday","Sunday","Monday","12","2015","11","2015","11","2015",1,30,0
"11",0,9150.90174694317,"GB","Academic",7,7,23,12,"Thursday","Monday","Tuesday","11","2016","9","2016","10","2016",28,30,14.5349212587025
"12",0,10185.7178041134,"US","Academic",6,6,19,13,"Thursday","Tuesday","Sunday","6","2016","3","2016","5","2016",39,60,84.1340290619769
"13",0,1790.99458797009,"DE","Academic",3,3,19,19,"Saturday","Monday","Monday","1","2017","1","2017","1","2017",0,5,0
"14",0,10329.5205357672,"US","Academic",5,5,22,13,"Monday","Friday","Friday","6","2015","3","2015","4","2015",28,45,56.0745400513077
"15",0,9402.1159930415,"CA","Academic",3,3,15,10,"Saturday","Saturday","Wednesday","12","2015","10","2015","11","2015",4,45,0
"16",0,51647.602678836,"US","Academic",5,5,9,7,"Friday","Thursday","Wednesday","5","2015","3","2015","4","2015",6,30,0
"17",0,20031.8531471402,"US","Academic",1,1,20,15,"Friday","Monday","Monday","2","2017","1","2017","1","2017",0,31,0
"18",0,28596.9814016053,"AU","Academic",6,5,18,12,"Tuesday","Thursday","Sunday","9","2014","8","2014","8","2014",2,30,1.02756674808389
"19",0,49204.471648889,"US","Academic",3,3,18,17,"Saturday","Thursday","Tuesday","10","2015","7","2015","8","2015",12,60,20.5018631870371
"20",0,2148.26744323858,"US","Academic",12,7,19,15,"Friday","Monday","Tuesday","1","2015","11","2014","12","2014",28,31,0
"21",0,513.701168009836,"US","Places",10,5,25,15,"Thursday","Monday","Tuesday","8","2014","7","2014","7","2014",1,30,0
"22",0,2059.83504841338,"US","Places",2,2,19,13,"Sunday","Saturday","Wednesday","7","2014","5","2014","5","2014",11,60,20.5983504841337
"23",0,434.295348679332,"GB","Places",5,5,22,16,"Sunday","Tuesday","Wednesday","6","2014","5","2014","5","2014",1,25,20.5983504841337
"24",0,3428.37813900101,"DE","Places",5,4,11,10,"Tuesday","Friday","Sunday","4","2016","3","2016","3","2016",2,30,12.8111349126344
"25",0,194.854553907588,"CA","Places",5,4,22,13,"Friday","Friday","Tuesday","7","2016","5","2016","5","2016",4,45,5.09285890205671
"26",0,27108.5227519496,"AT","Places",8,8,22,14,"Monday","Friday","Wednesday","4","2016","1","2016","3","2016",47,40,272.061919599218
"27",0,2052.77348958706,"US","Places",6,6,25,12,"Thursday","Tuesday","Friday","11","2015","9","2015","10","2015",30,20,23.8868187879221
"28",0,508.911290322581,"US","Places",7,6,18,12,"Wednesday","Monday","Monday","3","2016","2","2016","2","2016",0,30,13.8793988269795
"29",0,9205.57618421672,"GB","Places",8,7,20,15,"Sunday","Thursday","Monday","7","2014","5","2014","6","2014",25,20,93.4274118194221
"30",0,5652.33121341027,"US","Places",2,2,21,14,"Friday","Monday","Tuesday","12","2014","10","2014","10","2014",1,45,1.02769658425641
"31",0,6242.03435608062,"GB","Places",5,5,23,14,"Sunday","Monday","Wednesday","5","2015","11","2013","3","2015",477,60,28.9528087602129
"32",0,3615.33218751852,"US","Places",3,3,24,14,"Tuesday","Friday","Monday","6","2015","3","2015","4","2015",52,50,0
"33",0,7130.0024628794,"US","Places",2,2,17,11,"Tuesday","Monday","Tuesday","6","2016","5","2016","5","2016",0,14,0
"34",0,1317.93284750383,"US","Places",5,4,22,16,"Friday","Thursday","Wednesday","12","2014","8","2014","11","2014",75,30,5.40558394483993
"35",0,20525.3174406231,"US","Places",10,8,20,13,"Saturday","Wednesday","Thursday","1","2016","12","2015","12","2015",1,30,15.6505545484751
"36",0,3086.70598141407,"CH","Places",1,1,22,12,"Saturday","Thursday","Thursday","8","2016","7","2016","7","2016",0,30,1.01626398890467
"37",0,4653.12997931993,"US","Places",2,2,27,12,"Thursday","Thursday","Wednesday","4","2015","2","2014","3","2015",377,28,20.3851408617826
"38",0,5137.46594407037,"US","Places",4,4,23,14,"Monday","Friday","Thursday","11","2014","8","2014","9","2014",20,60,0
"39",0,462.331051208852,"US","Places",2,2,25,16,"Wednesday","Saturday","Monday","8","2014","7","2014","7","2014",1,30,5.3082454027683
"40",0,13351.751062162,"GB","Places",6,6,21,17,"Tuesday","Sunday","Sunday","4","2016","3","2016","3","2016",0,30,11.2737987231183
"41",0,513.701168009836,"US","Places",7,5,23,15,"Sunday","Monday","Sunday","8","2014","7","2014","7","2014",5,35,154.110350402951
"42",0,23526.4082870118,"GB","Places",6,6,25,16,"Friday","Tuesday","Tuesday","6","2015","4","2015","4","2015",0,45,82.6361642861376
"43",0,1026.71497157668,"US","Places",8,5,20,11,"Friday","Tuesday","Wednesday","7","2015","6","2015","6","2015",1,30,6.67364731524845
"44",0,5197.2123179423,"US","Places",4,4,22,13,"Monday","Monday","Thursday","3","2015","1","2015","1","2015",17,60,1.03944246358846
"45",0,809.189922173611,"GB","Places",4,2,13,7,"Saturday","Monday","Thursday","1","2015","12","2014","12","2014",9,30,5.68051487394816
"46",0,1234.2703946786,"US","Places",5,5,19,14,"Wednesday","Friday","Saturday","7","2014","6","2014","6","2014",0,32,49.0622481884745
"47",0,1027.40233601967,"US","Places",3,3,19,13,"Saturday","Saturday","Thursday","8","2014","7","2014","7","2014",4,30,25.6850584004918
"48",0,1027.56674808389,"US","Places",3,2,22,13,"Thursday","Monday","Tuesday","9","2014","8","2014","8","2014",1,30,0
"49",0,5148.17518556183,"US","Places",9,8,24,15,"Thursday","Wednesday","Tuesday","12","2014","8","2014","11","2014",96,30,1.02963503711237
"50",0,1027.40233601967,"US","Places",3,3,20,11,"Sunday","Tuesday","Tuesday","8","2014","11","2013","7","2014",216,40,4.25638110636721
"51",0,596.91868586712,"GB","Places",9,6,24,15,"Friday","Friday","Monday","10","2014","8","2014","9","2014",10,60,5.65121253847741
"52",0,1541.35012212583,"US","Places",5,5,11,8,"Monday","Wednesday","Saturday","9","2014","7","2014","8","2014",10,30,41.1026699233555
"53",0,3098.00175064374,"US","Places",9,6,22,13,"Tuesday","Sunday","Sunday","3","2015","1","2015","2","2015",27,30,83.6363703319708
"54",0,1126.99119685972,"AU","Places",6,4,16,12,"Friday","Wednesday","Wednesday","9","2015","8","2015","8","2015",0,30,15.3763973902778
"55",0,806.10021523386,"AU","Places",2,2,16,12,"Friday","Wednesday","Wednesday","6","2015","5","2015","5","2015",0,30,25.7389209328231
"56",0,2054.80467203934,"US","Places",4,3,16,10,"Tuesday","Saturday","Monday","7","2014","7","2014","7","2014",1,14,0
"57",0,86422.324284608,"CA","Places",3,3,20,12,"Thursday","Monday","Thursday","12","2014","8","2014","10","2014",73,34,25.6924146064103
"58",0,5588.160394399,"GB","Places",3,3,22,14,"Friday","Monday","Monday","3","2015","2","2015","2","2015",0,25,1.03681450824757
"59",0,2562.22698252688,"US","Places",4,3,20,15,"Monday","Wednesday","Monday","3","2016","2","2016","3","2016",25,14,22.2913747479839
"60",0,5133.68286401966,"US","Places",7,7,26,16,"Tuesday","Monday","Thursday","3","2016","1","2016","1","2016",3,40,77.0052429602949
"61",0,7233.94393183879,"AU","Places",6,4,17,13,"Tuesday","Saturday","Saturday","8","2014","7","2014","7","2014",0,45,0
"62",0,663.636858137511,"US","Places",8,6,23,11,"Friday","Sunday","Sunday","6","2016","4","2016","4","2016",0,40,0
"63",0,10394.4246358846,"US","Places",3,3,14,8,"Thursday","Tuesday","Thursday","1","2015","1","2015","1","2015",2,6,10.3944246358846
"64",0,498.425349400868,"GB","Places",4,3,17,9,"Friday","Wednesday","Wednesday","11","2014","10","2014","10","2014",0,30,3.08308975276924
"65",0,10299.1752420669,"US","Places",2,2,28,16,"Sunday","Wednesday","Saturday","7","2014","5","2014","5","2014",3,50,5.14958762103344
"66",0,51.7014442146659,"US","Places",4,4,16,9,"Thursday","Friday","Saturday","4","2015","3","2015","3","2015",0,40,0
"67",0,206805.776858664,"US","Places",10,9,10,8,"Monday","Friday","Friday","4","2015","3","2015","3","2015",7,45,77.5521663219989
"68",0,1541.10350402951,"US","Places",8,6,30,16,"Monday","Friday","Saturday","8","2014","7","2014","7","2014",0,30,10.2740233601967
"69",0,5125.44426426477,"US","Places",5,5,26,14,"Saturday","Sunday","Thursday","8","2015","9","2014","7","2015",305,30,87.1325524925011
"70",0,207.888492717692,"US","Places",4,4,12,9,"Wednesday","Monday","Monday","2","2015","1","2015","1","2015",0,30,3.11832739076538
"71",0,2870.24878798827,"US","Places",6,6,27,16,"Monday","Friday","Sunday","8","2015","7","2015","7","2015",2,28,0
"72",0,25668.4143200983,"US","Places",4,3,19,11,"Saturday","Sunday","Thursday","2","2016","6","2015","1","2016",206,30,91.2328783262922
"73",0,20325.7830434233,"US","Places",3,3,11,11,"Monday","Friday","Monday","12","2014","10","2014","10","2014",2,35,8.63265130775386
"74",0,15775.1425683359,"US","Places",8,7,21,15,"Monday","Sunday","Friday","11","2014","9","2014","10","2014",11,31,48.8155877521796
"75",0,87934.2214137214,"GB","Places",6,3,16,8,"Saturday","Tuesday","Tuesday","9","2014","7","2014","7","2014",0,60,1.02740233601967
"76",0,25524.4945437504,"US","Places",2,2,23,15,"Saturday","Thursday","Thursday","5","2016","4","2016","4","2016",0,30,3.06293934525005
"77",0,1027.56674808389,"US","Places",4,4,15,11,"Thursday","Saturday","Monday","10","2014","8","2014","8","2014",16,45,159.272845953003
"78",0,10.2756674808389,"US","Places",10,6,19,10,"Monday","Wednesday","Saturday","9","2014","8","2014","8","2014",3,30,0
"79",0,2104.92839168952,"GB","Places",7,7,19,15,"Tuesday","Tuesday","Tuesday","7","2014","7","2014","7","2014",7,7,279.453435397351
"80",0,1027.40233601967,"US","Places",7,3,25,14,"Tuesday","Tuesday","Friday","8","2014","7","2014","7","2014",3,32,0
"81",0,16131.1596941876,"NZ","Places",3,2,25,14,"Thursday","Sunday","Tuesday","1","2015","11","2014","12","2014",1,30,0
"82",0,2994.6820325264,"CA","Places",4,4,13,8,"Saturday","Thursday","Thursday","10","2014","8","2014","9","2014",27,30,1.02749318881407
"83",0,9959.55583925231,"GB","Places",3,3,21,15,"Friday","Thursday","Monday","1","2017","11","2016","11","2016",4,60,0
"84",0,617.447715431535,"GB","Places",8,7,20,14,"Friday","Monday","Wednesday","4","2015","3","2015","3","2015",23,30,31.0208665287995
"85",0,9306.25995863986,"US","Places",2,2,13,8,"Tuesday","Sunday","Sunday","4","2015","3","2015","3","2015",0,30,25.8507221073329
"86",0,28948.9347353698,"US","Places",4,4,18,12,"Monday","Tuesday","Friday","7","2016","7","2014","6","2016",703,37,95.2267589979269
"87",0,4618.74035157088,"US","Places",4,3,19,12,"Wednesday","Saturday","Wednesday","11","2015","10","2015","10","2015",11,21,24.6332818750447
"88",0,821.012697624926,"US","Places",2,2,19,10,"Wednesday","Monday","Monday","1","2016","12","2015","12","2015",0,30,118.020575283583
"89",0,1295.1095503275,"GB","Places",2,2,23,13,"Sunday","Wednesday","Wednesday","12","2016","10","2016","10","2016",0,60,20.3135618285686
"90",0,2452.14641386823,"GB","Places",4,3,14,10,"Thursday","Wednesday","Tuesday","4","2015","11","2014","3","2015",118,30,0
"91",0,6605.71592788035,"US","Places",8,8,21,14,"Monday","Thursday","Monday","8","2016","7","2016","7","2016",3,13,0
"92",0,10340.2888429332,"US","Places",5,4,21,12,"Wednesday","Wednesday","Monday","4","2015","3","2015","3","2015",5,30,5.17014442146659
"93",0,20548.0467203934,"US","Places",8,6,21,13,"Thursday","Tuesday","Monday","8","2014","7","2014","7","2014",13,30,51.3701168009836
"94",0,2616.16362344138,"GB","Places",2,2,21,10,"Friday","Monday","Monday","9","2014","7","2014","7","2014",0,60,15.4110350402951
"95",0,10250.9315935185,"US","Places",3,3,26,17,"Thursday","Wednesday","Sunday","10","2015","7","2015","8","2015",11,60,0
"96",0,12301.9448190675,"US","Places",9,7,19,12,"Thursday","Monday","Tuesday","12","2015","11","2015","11","2015",1,30,47.840896518596
"97",0,257.969365833855,"US","Places",4,3,20,14,"Sunday","Sunday","Tuesday","5","2014","4","2014","4","2014",8,12,25.7969365833855
"98",0,727.609724511921,"US","Places",4,4,9,7,"Friday","Saturday","Friday","1","2015","12","2014","1","2015",6,14,0
"99",0,13963.3236134429,"US","Places",6,6,16,12,"Tuesday","Thursday","Sunday","7","2015","3","2015","6","2015",108,30,114.557697405537
"100",0,10295.5683731292,"US","Places",3,3,21,15,"Sunday","Tuesday","Thursday","6","2015","5","2015","5","2015",1,45,102.955683731292
"101",0,577.402522101534,"DE","Places",6,5,14,14,"Thursday","Friday","Tuesday","10","2015","7","2015","9","2015",31,30,35.9590817606885
"102",0,3089.75257262006,"US","Places",4,3,18,10,"Friday","Friday","Wednesday","6","2014","10","2012","5","2014",592,30,46.8612473514043
"103",0,8201.29654604503,"US","Places",2,2,17,14,"Saturday","Thursday","Thursday","12","2015","11","2015","11","2015",0,30,10.2516206825563
"104",0,10267.3657280393,"US","Places",9,8,21,14,"Monday","Saturday","Saturday","2","2016","1","2016","1","2016",0,30,52.3635652130005
"105",0,4692.76438271746,"GB","Places",5,4,23,14,"Friday","Friday","Wednesday","6","2014","2","2014","5","2014",74,30,41.4541803493192
"106",0,3110.44352474271,"US","Places",2,2,22,13,"Friday","Tuesday","Wednesday","3","2015","2","2015","2","2015",15,30,0
"107",0,8220.5339846711,"US","Places",4,3,13,9,"Thursday","Wednesday","Tuesday","9","2014","7","2014","8","2014",48,30,50.736108186642
"108",0,1559.46647113895,"GB","Places",3,3,17,14,"Saturday","Monday","Tuesday","12","2015","11","2015","11","2015",1,32,5.12581034127814
"109",0,1025.09315935185,"US","Places",4,3,12,8,"Monday","Thursday","Sunday","10","2015","8","2015","8","2015",2,57,31.7778879399075
"110",0,34028.4312425688,"GB","Places",7,5,25,14,"Thursday","Monday","Tuesday","9","2014","8","2014","8","2014",1,30,15.4135012212583
"111",0,1235.90102904803,"US","Places",4,4,24,17,"Friday","Sunday","Tuesday","5","2014","5","2014","5","2014",1,10,0
"112",0,1509.6490930694,"CA","Places",6,6,26,14,"Sunday","Thursday","Saturday","12","2016","12","2016","12","2016",1,21,132.40955281621
"113",0,1551.04332643998,"US","Places",3,3,13,5,"Saturday","Monday","Thursday","4","2015","3","2015","3","2015",3,30,0
"114",0,7722.26277834275,"US","Places",7,7,19,12,"Saturday","Thursday","Thursday","12","2014","11","2014","11","2014",7,30,1.02963503711237
"115",0,532.935577264954,"US","Places",5,4,12,7,"Saturday","Friday","Wednesday","1","2015","12","2014","12","2014",5,30,0
"116",0,1232.88280322361,"US","Places",7,7,19,8,"Friday","Tuesday","Wednesday","10","2015","9","2015","9","2015",8,30,0
"117",0,70038.8418438015,"IT","Places",3,3,4,3,"Wednesday","Friday","Monday","9","2015","8","2015","8","2015",3,30,522.797511269446
"118",0,20201.2044295739,"GB","Places",8,5,25,16,"Sunday","Monday","Friday","4","2016","2","2016","3","2016",4,30,45.5853600543478
"119",0,25.9203627061893,"US","Places",4,3,12,9,"Friday","Tuesday","Tuesday","3","2015","2","2015","2","2015",0,45,0
"120",0,22867.7341989461,"US","Places",2,2,17,10,"Saturday","Monday","Thursday","2","2015","1","2015","1","2015",16,30,1.03944246358846
"121",0,2165.14119656603,"US","Other",6,6,21,12,"Saturday","Saturday","Saturday","9","2011","7","2011","7","2011",0,35,30.6728336180187
"122",0,2099.47299361139,"US","Other",1,1,1,1,"Thursday","Thursday","Saturday","7","2013","6","2013","6","2013",8,32,23.8815053023296
"123",0,2598.60615897115,"US","Other",2,2,9,6,"Thursday","Saturday","Thursday","1","2015","12","2014","1","2015",12,7,0
"124",0,3758.51476303015,"US","Other",8,8,23,19,"Monday","Tuesday","Saturday","1","2012","12","2011","12","2011",4,30,16.1079204129864
"125",0,3686.87780070627,"US","Other",10,8,16,11,"Thursday","Thursday","Tuesday","11","2012","10","2012","10","2012",12,30,27.2496306623629
"126",0,736.869761040911,"US","Other",6,6,23,10,"Wednesday","Sunday","Wednesday","4","2013","3","2013","4","2013",2,7,22.1060928312273
"127",0,5306.37009716508,"US","Other",2,2,2,2,"Saturday","Sunday","Wednesday","9","2012","7","2012","8","2012",10,45,0
"128",0,1488.31633243891,"CA","Other",3,3,18,13,"Saturday","Monday","Tuesday","4","2016","2","2016","2","2016",0,60,1.02810361681329
"129",0,6406.48684602055,"US","Other",4,4,9,7,"Wednesday","Tuesday","Monday","7","2012","6","2012","6","2012",6,30,35.591593589003
"130",0,1008.18093923793,"US","Other",6,6,27,13,"Tuesday","Monday","Friday","1","2017","6","2012","11","2016",1599,60,44.1079160916596
"131",0,526.335543600651,"US","Other",5,5,10,7,"Wednesday","Wednesday","Monday","5","2013","10","2012","4","2013",180,30,6.14058134200759
"132",0,10267.1497157668,"US","Other",6,6,24,24,"Sunday","Saturday","Saturday","7","2015","6","2015","6","2015",0,14,1.02671497157668
"133",0,5159.3873166771,"US","Other",5,4,10,8,"Monday","Tuesday","Thursday","6","2014","4","2014","4","2014",1,60,29.2365281278369
"134",0,522.118894675802,"US","Other",8,8,16,15,"Monday","Sunday","Monday","10","2013","7","2013","10","2013",85,14,1.0442377893516
"135",0,7110.26467184521,"US","Other",2,2,13,7,"Tuesday","Sunday","Sunday","7","2016","6","2016","6","2016",0,50,30.4725628793366
"136",0,3365.80413916428,"GB","Other",7,7,15,12,"Wednesday","Sunday","Saturday","3","2013","12","2012","1","2013",19,60,24.5748355842926
"137",0,877.461682586422,"GB","Other",10,9,22,16,"Thursday","Wednesday","Wednesday","7","2014","7","2014","7","2014",6,8,2.05480467203934
"138",0,3604.71133472341,"US","Other",9,9,26,20,"Tuesday","Sunday","Sunday","6","2014","11","2013","5","2014",175,30,28.070301149947
"139",0,103.681450824757,"US","Other",5,5,23,17,"Saturday","Saturday","Saturday","2","2015","2","2015","2","2015",0,6,0
"140",0,8683.25578498794,"US","Other",2,2,29,17,"Thursday","Thursday","Thursday","8","2011","5","2011","5","2011",0,76,0
"141",0,3082.47956644222,"US","Other",5,5,16,14,"Monday","Monday","Wednesday","10","2014","9","2014","9","2014",1,40,10.7886784825478
"142",0,3482.60228847706,"DE","Other",5,4,23,16,"Thursday","Wednesday","Tuesday","6","2016","4","2016","5","2016",13,30,0
"143",0,7302.23896058453,"US","Other",10,9,25,19,"Saturday","Thursday","Thursday","7","2010","5","2010","6","2010",35,37,50.0109750351828
"144",0,6537.50174826391,"NL","Other",4,4,15,10,"Saturday","Saturday","Thursday","11","2014","8","2014","10","2014",61,30,41.9642771904702
"145",0,1914.63137529445,"GB","Other",5,5,25,16,"Tuesday","Wednesday","Wednesday","8","2015","7","2015","7","2015",0,20,16.3399163144761
"146",0,2059.11367462585,"US","Other",6,4,16,11,"Monday","Monday","Thursday","6","2015","5","2015","5","2015",3,24,0
"147",0,3611.57112167397,"US","Other",8,8,27,13,"Sunday","Monday","Friday","5","2014","3","2014","4","2014",17,30,3.61157112167397
"148",0,1066.42716350461,"US","Other",3,2,21,14,"Friday","Tuesday","Wednesday","4","2012","2","2012","3","2012",8,30,5.33213581752307
"149",0,4105.06348812463,"US","Other",8,7,17,14,"Sunday","Wednesday","Thursday","1","2016","7","2015","12","2015",154,31,33.9600706744856
"150",0,1244.77957149323,"SE","Other",4,3,18,11,"Sunday","Friday","Friday","11","2015","10","2015","10","2015",0,22,0
"151",0,2742.5306591403,"US","Other",7,6,19,14,"Sunday","Saturday","Friday","7","2016","5","2016","6","2016",5,30,62.976629950629
"152",0,6972.42636164286,"US","Other",6,5,14,10,"Monday","Monday","Saturday","5","2015","2","2015","4","2015",74,30,1.54942808036508
"153",0,11410.4290754676,"DE","Other",7,7,18,18,"Wednesday","Monday","Monday","7","2015","6","2015","6","2015",0,30,0
"154",0,4974.11615617282,"GB","Other",7,6,20,14,"Friday","Sunday","Wednesday","2","2016","1","2016","1","2016",10,30,4.10694629121573
"155",0,5133.57485788342,"US","Other",4,3,18,13,"Sunday","Friday","Friday","7","2015","6","2015","6","2015",0,30,107.805072015552
"156",0,8201.29654604503,"US","Other",4,4,22,17,"Monday","Tuesday","Thursday","1","2016","11","2015","11","2015",1,60,0
"157",0,12990.8471793962,"US","Other",1,1,30,17,"Sunday","Thursday","Friday","8","2011","7","2011","7","2011",1,30,0
"158",0,5078.76047988944,"US","Other",2,2,24,14,"Friday","Saturday","Wednesday","7","2016","6","2016","6","2016",4,30,71.1026467184521
"159",0,2053.42994315337,"US","Other",3,3,18,13,"Wednesday","Monday","Monday","7","2015","6","2015","6","2015",0,30,15.4007245736503
"160",0,15140.5429778151,"US","Other",5,5,24,16,"Sunday","Saturday","Friday","11","2016","7","2016","10","2016",90,30,0
"161",1,5170.14442146659,"US","Other",8,8,27,15,"Friday","Wednesday","Tuesday","4","2015","1","2015","3","2015",33,45,71.082499113515
"162",1,3156.70589452894,"US","Other",8,6,23,13,"Friday","Monday","Wednesday","5","2013","4","2013","5","2013",8,30,43.9536221303216
"163",1,3203.24342301027,"US","Other",8,8,26,15,"Saturday","Saturday","Wednesday","6","2012","6","2012","6","2012",4,10,64.503668929111
"164",1,2071.82430682624,"US","Other",10,9,29,19,"Sunday","Friday","Friday","3","2014","2","2014","2","2014",0,30,62.1851972092993
"165",1,2566.78742894171,"US","Other",6,6,21,16,"Friday","Thursday","Friday","7","2015","5","2015","6","2015",22,21,80.982143383111
"166",1,5395.83204337788,"US","Other",9,8,27,25,"Friday","Monday","Thursday","9","2011","8","2011","8","2011",2,56,101.340470564691
"167",1,8380.15429064511,"US","Other",9,8,22,14,"Sunday","Saturday","Friday","3","2013","11","2012","2","2013",76,30,132.569385236733
"168",1,6313.41178905788,"US","Other",10,9,23,15,"Sunday","Thursday","Friday","6","2013","4","2013","5","2013",28,30,55.26339786022
"169",1,5237.59643165319,"US","Other",5,5,16,8,"Saturday","Monday","Thursday","3","2013","2","2013","2","2013",3,30,47.2880134972117
"170",1,5444.30214241409,"US","Other",6,5,14,11,"Tuesday","Tuesday","Monday","6","2011","4","2011","4","2011",5,71,48.4205633020014
"171",1,6406.48684602055,"US","Other",5,5,17,11,"Saturday","Wednesday","Thursday","7","2012","5","2012","6","2012",14,30,91.2843485572499
"172",1,1070.94389971998,"US","Other",8,7,24,16,"Saturday","Monday","Tuesday","2","2012","12","2011","1","2012",14,31,65.1490872329655
"173",1,8889.51227287217,"US","Other",8,8,18,14,"Tuesday","Sunday","Sunday","12","2010","11","2010","11","2010",7,30,151.955100414409
"174",1,6620.71657267373,"US","Other",6,5,23,14,"Thursday","Sunday","Tuesday","6","2016","5","2016","5","2016",2,43,67.2354381907716
"175",1,1079.16640867558,"US","Other",11,9,25,17,"Thursday","Tuesday","Tuesday","9","2011","8","2011","8","2011",0,30,44.0175375538634
"176",1,7333.79991412623,"US","Other",7,5,22,14,"Monday","Friday","Tuesday","8","2013","7","2013","7","2013",3,34,50.7164176327465
"177",1,21293.1798051373,"US","Other",6,6,21,16,"Monday","Wednesday","Saturday","5","2012","4","2012","4","2012",16,30,96.6156394247733
"178",1,539.583204337789,"US","Other",8,7,19,14,"Thursday","Friday","Sunday","10","2011","8","2011","8","2011",9,38,22.4826335140745
"179",1,3925.21780359154,"US","Other",4,4,24,16,"Monday","Tuesday","Saturday","5","2015","2","2015","4","2015",46,30,87.364789242511
"180",1,5338.73903835046,"US","Other",7,7,26,16,"Sunday","Friday","Friday","7","2012","5","2012","6","2012",13,30,70.936023333638
"181",1,15843.5166547627,"US","Other",9,9,24,21,"Wednesday","Tuesday","Monday","10","2012","8","2012","9","2012",27,30,570.953396484596
"182",1,7610.5896018413,"US","Other",7,7,18,15,"Sunday","Sunday","Sunday","6","2013","5","2013","6","2013",6,27,99.8561842586418
"183",1,631.924343596096,"US","Other",4,4,23,13,"Wednesday","Sunday","Tuesday","2","2013","1","2013","1","2013",2,28,24.6595763966523
"184",1,3084.31085043988,"US","Other",7,7,26,16,"Friday","Tuesday","Tuesday","3","2016","2","2016","2","2016",0,45,132.184750733138
"185",1,3708.81973948946,"GB","Other",9,7,23,16,"Tuesday","Wednesday","Sunday","4","2016","1","2016","3","2016",67,30,25.3059455064383
"186",1,26192.1425504508,"US","Other",8,8,27,14,"Tuesday","Wednesday","Sunday","8","2013","5","2013","7","2013",66,30,150.665116734311
"187",1,3101.40322334638,"US","Other",6,6,22,11,"Wednesday","Thursday","Monday","4","2014","3","2014","3","2014",11,30,72.7968256591026
"188",1,3848.70976755086,"US","Other",9,6,23,15,"Saturday","Monday","Tuesday","2","2011","1","2011","2","2011",0,18,318.17048013051
"189",1,593.541524771567,"US","Other",8,8,21,15,"Tuesday","Monday","Friday","10","2011","5","2011","8","2011",101,60,43.1666563470231
"190",1,1257.02314359677,"US","Other",6,5,24,13,"Sunday","Tuesday","Friday","3","2013","2","2013","2","2013",3,30,46.0273625811947
"191",1,2633.48414336162,"US","Other",8,7,24,17,"Friday","Friday","Wednesday","11","2012","10","2012","10","2012",4,30,83.1193432748513
"192",1,6934.6254913363,"US","Other",7,7,26,14,"Monday","Thursday","Tuesday","6","2012","1","2012","5","2012",144,19,85.1757627578768
"193",1,10668.6546020559,"US","Other",6,6,23,15,"Thursday","Friday","Tuesday","6","2012","3","2012","5","2012",52,30,75.7882567359159
"194",1,746.499014453229,"US","Other",7,7,23,14,"Monday","Saturday","Monday","3","2012","3","2012","3","2012",1,14,45.3231544489461
"195",1,2671.64924297833,"US","Other",6,5,15,10,"Saturday","Monday","Tuesday","3","2012","9","2011","2","2012",147,53,78.5779189111275
"196",1,3309.4982978204,"US","Other",3,3,21,13,"Friday","Wednesday","Wednesday","2","2011","1","2011","1","2011",0,30,89.9636229795105
"197",1,1825.8986883951,"US","Other",5,5,22,14,"Monday","Saturday","Monday","9","2016","7","2016","8","2016",9,35,64.7109688415889
"198",1,5395.83204337788,"US","Other",7,7,22,14,"Friday","Monday","Wednesday","9","2011","8","2011","8","2011",22,30,63.2480518899037
"199",1,1567.78579261188,"US","Other",5,5,14,8,"Thursday","Tuesday","Thursday","8","2013","7","2013","8","2013",23,21,50.2495446349963
"200",1,10395.6646032064,"US","Other",4,4,22,15,"Tuesday","Saturday","Monday","1","2014","11","2013","12","2013",37,36,80.3139345344859
"201",0,1083.47133650219,"US","Other",5,5,24,16,"Sunday","Wednesday","Friday","5","2014","1","2014","4","2014",71,30,11.8665908283573
"202",0,5832.53937007874,"US","Other",7,7,21,15,"Tuesday","Wednesday","Saturday","2","2011","12","2010","12","2010",2,59,26.5618491236982
